Mois,Livrables conformes,Livrables dans la tol√©rance,Livrables non-conformes
Mai 2023,14,0,0
Mai 2023,95,0,0
Mai 2023,5,0,0
Mai 2023,90,0,10
Mai 2023,100,0,0
Mai 2023,1635,0,58
Mai 2023,1,0,0
Mai 2023,43,0,0
Mai 2023,12,0,0
Mai 2023,93,0,0
Mai 2023,30,0,0
Mai 2023,14,0,0
Mai 2023,1,0,0
Mai 2023,2,0,0
Mai 2023,134,0,0
Mai 2023,5,0,7
Mai 2023,90,0,10
Mai 2023,964,0,0
Mai 2023,50,0,0
Mai 2023,37,0,0
Mai 2023,8,0,4
Mai 2023,5,0,0
Mai 2023,1,0,0
Mai 2023,1,0,0
Mai 2023,3,0,0
Mai 2023,1,0,5
Mai 2023,2,0,0
Mai 2023,14,0,0
Mai 2023,3,0,0
Mai 2023,1,0,0
Mai 2023,44,0,0
Mai 2023,1,0,0
Mai 2023,0,0,0
Mai 2023,6,0,0
Mai 2023,2,0,0
Mai 2023,29,0,0
Mai 2023,10,0,0
Mai 2023,50,0,0
Mai 2023,336,0,0
Mai 2023,1,0,0
Mai 2023,24,0,0
Mai 2023,56,0,0
Mai 2023,1,0,0
Mai 2023,1,0,0
Mai 2023,6,0,0
Mai 2023,35,0,0
Mai 2023,1,0,0
Mai 2023,12,0,0
Mai 2023,1,0,0
Mai 2023,0,0,0
Mai 2023,429,0,0
Mai 2023,46,0,0
Mai 2023,3,0,0
Mai 2023,0,0,0
Mai 2023,82,0,0
Mai 2023,1242,0,254
Mai 2023,93,0,35
Mai 2023,136,0,0
Mai 2023,324,0,0
Mai 2023,212,0,0
Mai 2023,91,0,0
Mai 2023,1175,0,0
Mai 2023,413,0,0
Mai 2023,186,0,0
Mai 2023,134,0,0
Mai 2023,130,0,0
Mai 2023,1078,0,0
Mai 2023,508,0,0
Mai 2023,539,0,0
Mai 2023,423,0,0
Mai 2023,77,0,0
Mai 2023,229,0,0
Mai 2023,202,0,10
Mai 2023,2694,0,0
Mai 2023,974,0,0
Mai 2023,429,0,3
Mai 2023,1463,0,0
Mai 2023,192,0,0
Mai 2023,12,0,3
Mai 2023,81,0,0
Mai 2023,9,0,0
Mai 2023,300,0,2
Mai 2023,431,0,0
Mai 2023,3,0,0
Mai 2023,7,0,0
Mai 2023,2,0,0
Mai 2023,3,0,0
Mai 2023,1,0,0
Mai 2023,16,0,0
Mai 2023,148,0,0
Mai 2023,1,0,0
Jui 2023,61,0,0
Jui 2023,7,0,0
Jui 2023,0,0,0
Jui 2023,68,0,0
Jui 2023,413,0,0
Jui 2023,3,0,0
Jui 2023,7,0,5
Jui 2023,288,0,38
Jui 2023,450,0,0
Jui 2023,7,0,0
Jui 2023,57,0,0
Jui 2023,100,0,0
Jui 2023,9,0,0
Jui 2023,2,0,0
Jui 2023,1,0,0
Jui 2023,1,0,0
Jui 2023,73,0,0
Jui 2023,42,0,0
Jui 2023,4,0,0
Jui 2023,4,0,0
Jui 2023,2,0,0
Jui 2023,2,0,0
Jui 2023,5,0,0
Jui 2023,20,0,0
Jui 2023,1,0,0
Jui 2023,2,0,0
Jui 2023,2,0,0
Jui 2023,2,0,0
Jui 2023,1,0,0
Jui 2023,1305,0,6
Jui 2023,251,0,1
Jui 2023,599,0,3
Jui 2023,425,0,0
Jui 2023,500,0,7
Jui 2023,129,0,0
Jui 2023,117,0,2
Jui 2023,100,0,0
Jui 2023,73,0,0
Jui 2023,1700,0,189
Jui 2023,996,0,0
Jui 2023,86,0,21
Jui 2023,100,0,0
Jui 2023,333,0,0
Jui 2023,110,0,22
Jui 2023,342,0,0
Jui 2023,6,0,0
Jui 2023,13,0,0
Jui 2023,356,0,0
Jui 2023,14,0,0
Jui 2023,1,0,0
Jui 2023,10,0,0
Jui 2023,16,0,0
Jui 2023,23,0,4
Jui 2023,391,0,0
Jui 2023,30,0,0
Jui 2023,1697,0,11
Jui 2023,8,0,0
Jui 2023,7,0,0
Jui 2023,4,0,0
Jui 2023,24,0,0
Jui 2023,203,0,0
Jui 2023,3817,0,24
Jui 2023,4,0,0
Jui 2023,36,0,0
Jui 2023,51,0,1
Jui 2023,45,0,0
Jui 2023,66,0,0
Jui 2023,280,0,0
Jui 2023,6,0,0
Jui 2023,95,0,0
Jui 2023,149,0,0
Jui 2023,44,0,0
Jui 2023,27,0,0
Jui 2023,46,0,0
Jui 2023,111,0,0
Jui 2023,16,0,0
Jui 2023,1139,0,0
Jui 2023,924,0,0
Jui 2023,279,0,0
Jui 2023,199,0,0
Jui 2023,26,0,0
Jui 2023,11,0,0
Jui 2023,1,0,3
Jui 2023,24,0,0
Jui 2023,1,0,0
Jui 2023,3,0,0
Jui 2023,526,0,0
Jui 2023,348,0,0
Jui 2023,490,0,0
Jui 2023,108,0,0
Jui 2023,264,0,0
Jui 2023,208,0,16
Jui 2023,453,0,5
Jui 2023,3079,0,0
Jui 2023,1186,0,0
Jui 2023,1969,0,0
Jui 2023,461,0,1
Jui 2023,1,0,0
Jui 2023,1,0,0
Jui 2023,1,0,0
Jui 2023,178,0,0
Jui 2023,1,0,0
Jui 2023,1,0,0
Jui 2023,6,0,0
Jui 2023,6,0,0
Jui 2023,5,0,0
Jui 2023,1,0,0
Jui 2023,1,0,0
Jui 2023,16,0,0
Jui 2023,7,0,0
Jui 2023,1,0,0
Juil 2023,3,0,9
Juil 2023,9,0,3
Juil 2023,0,0,1
Juil 2023,2,0,0
Juil 2023,100,0,0
Juil 2023,44,0,56
Juil 2023,100,0,0
Juil 2023,4,0,0
Juil 2023,3,0,0
Juil 2023,3,0,0
Juil 2023,2,0,0
Juil 2023,4,0,0
Juil 2023,1,0,0
Juil 2023,2,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,6,0,0
Juil 2023,4,0,0
Juil 2023,266,0,43
Juil 2023,1,0,0
Juil 2023,168,0,0
Juil 2023,13,0,0
Juil 2023,0,0,0
Juil 2023,1,0,0
Juil 2023,400,0,0
Juil 2023,233,0,0
Juil 2023,280,0,0
Juil 2023,25,0,0
Juil 2023,49,0,0
Juil 2023,218,0,0
Juil 2023,14,0,0
Juil 2023,148,0,0
Juil 2023,19,0,0
Juil 2023,13,0,0
Juil 2023,14,0,0
Juil 2023,126,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,1,0,5
Juil 2023,19,0,0
Juil 2023,4,0,0
Juil 2023,1,0,0
Juil 2023,6,0,0
Juil 2023,456,0,0
Juil 2023,1,0,0
Juil 2023,232,0,4
Juil 2023,12,0,0
Juil 2023,687,0,0
Juil 2023,1,0,0
Juil 2023,11,0,0
Juil 2023,4,0,0
Juil 2023,3,0,0
Juil 2023,8,0,0
Juil 2023,6,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,2,0,0
Juil 2023,221,0,12
Juil 2023,384,0,4
Juil 2023,1499,0,0
Juil 2023,12,0,0
Juil 2023,208,0,5
Juil 2023,8,0,2
Juil 2023,1055,0,0
Juil 2023,5,0,0
Juil 2023,7,0,0
Juil 2023,2,0,0
Juil 2023,2,0,0
Juil 2023,7,0,0
Juil 2023,2,0,0
Juil 2023,2399,0,0
Juil 2023,1228,0,101
Juil 2023,115,0,0
Juil 2023,2725,0,0
Juil 2023,0,0,0
Juil 2023,193,0,0
Juil 2023,6,0,0
Juil 2023,1051,0,0
Juil 2023,101,0,0
Juil 2023,102,0,0
Juil 2023,1,0,0
Juil 2023,6,0,0
Juil 2023,74,0,0
Juil 2023,163,0,0
Juil 2023,38,0,0
Juil 2023,682,0,0
Juil 2023,396,0,0
Juil 2023,6,0,0
Juil 2023,34,0,0
Juil 2023,2,0,0
Juil 2023,4,0,0
Juil 2023,20,0,0
Juil 2023,11,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,1,0,0
Juil 2023,53,0,0
Juil 2023,385,0,1
Juil 2023,803,0,0
Juil 2023,671,0,0
Juil 2023,36,0,0
Juil 2023,825,0,0
Juil 2023,142,0,0
Juil 2023,79,0,0
Juil 2023,133,0,0
Juil 2023,155,0,0
Juil 2023,80,0,0
Juil 2023,217,0,0
Juil 2023,320,0,0
Juil 2023,265,0,0
Juil 2023,460,0,0
Juil 2023,1,0,0
Juil 2023,4,0,0
Juil 2023,67,0,0
Aou 2023,8,0,0
Aou 2023,2,0,0
Aou 2023,231,0,0
Aou 2023,5,0,1
Aou 2023,0,0,2
Aou 2023,2,0,0
Aou 2023,65,0,225
Aou 2023,100,0,0
Aou 2023,80,0,20
Aou 2023,60,0,40
Aou 2023,1,0,0
Aou 2023,2,0,0
Aou 2023,0,1,0
Aou 2023,0,0,1
Aou 2023,2,0,0
Aou 2023,1,0,0
Aou 2023,1,0,5
Aou 2023,16,0,49
Aou 2023,22,0,0
Aou 2023,120,0,0
Aou 2023,2,0,0
Aou 2023,3,0,0
Aou 2023,7,0,0
Aou 2023,7,0,0
Aou 2023,3,0,0
Aou 2023,77,0,2
Aou 2023,5,0,0
Aou 2023,2,0,0
Aou 2023,806,0,0
Aou 2023,4,0,0
Aou 2023,28,0,0
Aou 2023,253,0,0
Aou 2023,116,0,0
Aou 2023,100,0,0
Aou 2023,20,0,0
Aou 2023,1698,0,55
Aou 2023,101,0,0
Aou 2023,107,0,1
Aou 2023,299,0,0
Aou 2023,20,0,0
Aou 2023,65,0,0
Aou 2023,125,0,0
Aou 2023,70,0,0
Aou 2023,2303,0,0
Aou 2023,687,0,0
Aou 2023,82,0,0
Aou 2023,87,0,0
Aou 2023,53,0,0
Aou 2023,1,0,0
Aou 2023,1,0,0
Aou 2023,1,0,0
Aou 2023,1,0,0
Aou 2023,1,0,0
Aou 2023,88,0,0
Aou 2023,60,0,1
Aou 2023,4,0,0
Aou 2023,359,0,0
Aou 2023,50,0,0
Aou 2023,372,0,0
Aou 2023,316,0,0
Aou 2023,95,0,0
Aou 2023,169,0,0
Aou 2023,5,0,0
Aou 2023,82,0,0
Aou 2023,43,0,0
Aou 2023,0,0,0
Aou 2023,28,0,0
Aou 2023,1,0,0
Aou 2023,285,0,0
Aou 2023,186,0,0
Aou 2023,899,0,0
Aou 2023,489,0,0
Aou 2023,19,0,0
Aou 2023,76,0,0
Aou 2023,81,0,0
Aou 2023,75,0,0
Aou 2023,6,0,0
Aou 2023,467,0,0
Aou 2023,286,0,2
Aou 2023,1731,0,0
Aou 2023,1011,0,0
Aou 2023,2465,0,5
Aou 2023,371,0,0
Aou 2023,33,0,0
Aou 2023,5,0,0
Aou 2023,13,0,0
Aou 2023,4,0,0
Aou 2023,4,0,0
Aou 2023,1,0,0
Aou 2023,339,0,0
Aou 2023,3,0,0
Aou 2023,4,0,0
Aou 2023,11,0,0
Aou 2023,1,0,0
Aou 2023,8,0,0
Aou 2023,89,0,0
Aou 2023,1,0,0
Aou 2023,100,0,0
Aou 2023,58,0,0
Aou 2023,156,0,0
Aou 2023,1500,0,0
Aou 2023,419,0,0
Aou 2023,1039,0,0
Aou 2023,1,0,0
Aou 2023,3,0,0
Aou 2023,68,0,0
Aou 2023,186,0,0
Aou 2023,0,0,15
Aou 2023,20,0,0
Aou 2023,1,0,0
Aou 2023,1,0,0
Sep 2023,9,0,0
Sep 2023,869,0,0
Sep 2023,1260,0,0
Sep 2023,234,0,0
Sep 2023,9,0,0
Sep 2023,363,0,0
Sep 2023,160,0,0
Sep 2023,4,0,0
Sep 2023,6,0,0
Sep 2023,0,0,58
Sep 2023,47,0,0
Sep 2023,1,0,0
Sep 2023,3,0,0
Sep 2023,11,0,1
Sep 2023,750,0,0
Sep 2023,173,0,0
Sep 2023,65,0,0
Sep 2023,468,0,0
Sep 2023,57,0,0
Sep 2023,1,0,0
Sep 2023,185,0,89
Sep 2023,292,0,0
Sep 2023,16,0,0
Sep 2023,9,0,0
Sep 2023,4,0,0
Sep 2023,2,0,0
Sep 2023,1,0,1
Sep 2023,1,0,0
Sep 2023,26,0,0
Sep 2023,27,0,0
Sep 2023,87,0,0
Sep 2023,99,0,0
Sep 2023,93,0,1
Sep 2023,4,0,8
Sep 2023,6,0,0
Sep 2023,4,0,0
Sep 2023,5,0,0
Sep 2023,1,0,0
Sep 2023,2,0,0
Sep 2023,47,0,0
Sep 2023,10,0,0
Sep 2023,26,0,0
Sep 2023,0,0,0
Sep 2023,3498,0,6
Sep 2023,370,0,0
Sep 2023,10,0,0
Sep 2023,100,0,0
Sep 2023,100,0,0
Sep 2023,95,0,0
Sep 2023,378,0,0
Sep 2023,27,0,0
Sep 2023,2645,0,26
Sep 2023,78,0,0
Sep 2023,1375,0,0
Sep 2023,10,0,0
Sep 2023,3,0,0
Sep 2023,177,0,5
Sep 2023,78,0,0
Sep 2023,1121,0,0
Sep 2023,320,0,0
Sep 2023,12,0,0
Sep 2023,638,0,0
Sep 2023,528,0,4
Sep 2023,560,0,0
Sep 2023,108,0,0
Sep 2023,83,0,0
Sep 2023,319,0,0
Sep 2023,151,0,5
Sep 2023,2,0,0
Sep 2023,5,0,0
Sep 2023,11,0,0
Sep 2023,74,0,0
Sep 2023,475,0,4
Sep 2023,2788,0,0
Sep 2023,1164,0,0
Sep 2023,1482,0,0
Sep 2023,13,0,1
Sep 2023,97,0,0
Sep 2023,327,0,0
Sep 2023,376,0,0
Sep 2023,346,0,0
Sep 2023,163,0,0
Sep 2023,175,0,0
Sep 2023,968,0,0
Sep 2023,100,0,0
Sep 2023,26,0,0
Sep 2023,0,0,0
Sep 2023,58,0,1
Sep 2023,3,0,0
Sep 2023,1,0,0
Sep 2023,5,0,0
Sep 2023,1,0,0
Sep 2023,91,0,0
Sep 2023,1,0,0
Sep 2023,1,0,0
Sep 2023,164,0,0
Sep 2023,907,0,0
Sep 2023,643,0,0
Sep 2023,161,0,0
Sep 2023,184,0,0
Sep 2023,490,0,0
Sep 2023,100,0,0
Sep 2023,2,0,0
Sep 2023,0,0,4
Sep 2023,3,0,1
Sep 2023,0,0,3
Sep 2023,15,0,43
Sep 2023,3,0,0
Sep 2023,1,0,0
Sep 2023,5,0,0
Sep 2023,34,0,0
Sep 2023,3,0,1
Sep 2023,0,0,1
Sep 2023,0,0,1
Sep 2023,0,0,2
Sep 2023,0,0,4
Sep 2023,2,0,0
Oct 2023,53,0,0
Oct 2023,682,0,0
Oct 2023,31,0,0
Oct 2023,5,0,6
Oct 2023,2,0,0
Oct 2023,1013,0,0
Oct 2023,7,0,1
Oct 2023,1,0,0
Oct 2023,1,0,0
Oct 2023,111,0,206
Oct 2023,0,0,6
Oct 2023,102,0,9
Oct 2023,72,0,0
Oct 2023,263,0,0
Oct 2023,46,0,0
Oct 2023,6,0,0
Oct 2023,6,0,0
Oct 2023,1,0,0
Oct 2023,107,0,0
Oct 2023,32,0,0
Oct 2023,19,0,0
Oct 2023,4,0,0
Oct 2023,10,0,0
Oct 2023,6,0,0
Oct 2023,56,0,0
Oct 2023,48,0,0
Oct 2023,5,0,1
Oct 2023,70,0,12
Oct 2023,113,0,0
Oct 2023,34,0,0
Oct 2023,11,0,0
Oct 2023,129,0,0
Oct 2023,7,0,0
Oct 2023,10,0,0
Oct 2023,105,0,0
Oct 2023,3,0,0
Oct 2023,2,0,0
Oct 2023,2,0,0
Oct 2023,1,0,0
Oct 2023,1,0,0
Oct 2023,1,0,0
Oct 2023,424,0,0
Oct 2023,18,0,0
Oct 2023,226,0,0
Oct 2023,83,0,0
Oct 2023,7,0,1
Oct 2023,94,0,0
Oct 2023,3,0,0
Oct 2023,35,0,0
Oct 2023,26,0,0
Oct 2023,8,0,0
Oct 2023,1373,0,152
Oct 2023,202,0,21
Oct 2023,131,0,7
Oct 2023,2762,0,0
Oct 2023,2825,0,28
Oct 2023,1382,0,0
Oct 2023,803,0,0
Oct 2023,300,0,0
Oct 2023,117,0,0
Oct 2023,499,0,6
Oct 2023,2006,0,154
Oct 2023,4942,0,0
Oct 2023,391,0,0
Oct 2023,8,0,0
Oct 2023,12,0,0
Oct 2023,91,0,0
Oct 2023,160,0,0
Oct 2023,0,0,0
Oct 2023,1,0,0
Oct 2023,11,0,0
Oct 2023,62,0,0
Oct 2023,62,0,0
Oct 2023,375,0,0
Oct 2023,446,0,0
Oct 2023,1814,0,0
Oct 2023,3,0,1
Oct 2023,2721,0,0
Oct 2023,0,0,0
Oct 2023,118,0,0
Oct 2023,1,0,0
Oct 2023,263,0,0
Oct 2023,215,0,8
Oct 2023,1,0,0
Oct 2023,1270,0,0
Oct 2023,19,0,0
Oct 2023,52,0,0
Oct 2023,76,0,0
Oct 2023,195,0,0
Oct 2023,371,0,3
Oct 2023,179,0,0
Oct 2023,6,0,0
Oct 2023,3,0,0
Oct 2023,0,0,3
Oct 2023,3,0,0
Oct 2023,0,0,7
Oct 2023,11,0,0
Oct 2023,22,1,0
Oct 2023,1,0,0
Oct 2023,3,0,3
Oct 2023,2,0,0
Oct 2023,0,0,1
Oct 2023,306,0,0
Oct 2023,0,0,1
Oct 2023,2,0,1
Oct 2023,13,0,0
Oct 2023,4,0,0
Oct 2023,264,0,0
Oct 2023,116,0,0
Oct 2023,283,0,0
Oct 2023,12,0,0
Oct 2023,96,0,0
Oct 2023,348,0,0
Oct 2023,596,0,0
Oct 2023,481,0,0
Oct 2023,1,0,0
Nov 2023,5,0,9
Nov 2023,13,0,0
Nov 2023,42,0,0
Nov 2023,2,0,0
Nov 2023,165,0,166
Nov 2023,427,0,0
Nov 2023,196,0,0
Nov 2023,8,0,0
Nov 2023,38,0,0
Nov 2023,0,0,0
Nov 2023,0,0,0
Nov 2023,53,0,0
Nov 2023,0,0,0
Nov 2023,124,0,0
Nov 2023,35,0,0
Nov 2023,0,0,1
Nov 2023,2,0,0
Nov 2023,2606,0,0
Nov 2023,58,0,0
Nov 2023,16,0,0
Nov 2023,258,0,0
Nov 2023,1,0,0
Nov 2023,4,0,0
Nov 2023,1,0,0
Nov 2023,9,0,0
Nov 2023,6,0,0
Nov 2023,3,0,0
Nov 2023,17,0,0
Nov 2023,10,0,0
Nov 2023,1,0,0
Nov 2023,954,0,0
Nov 2023,130,0,0
Nov 2023,17,0,0
Nov 2023,53,0,0
Nov 2023,1,0,0
Nov 2023,40,0,0
Nov 2023,1535,0,0
Nov 2023,310,0,0
Nov 2023,141,0,0
Nov 2023,4232,0,58
Nov 2023,18,0,0
Nov 2023,21,0,0
Nov 2023,12,0,0
Nov 2023,1384,0,0
Nov 2023,139,0,0
Nov 2023,40,0,0
Nov 2023,1013,0,0
Nov 2023,12,0,0
Nov 2023,0,0,0
Nov 2023,87,0,0
Nov 2023,3,0,0
Nov 2023,93,0,0
Nov 2023,396,0,0
Nov 2023,602,0,0
Nov 2023,421,0,0
Nov 2023,219,0,0
Nov 2023,129,0,13
Nov 2023,463,0,9
Nov 2023,2955,0,0
Nov 2023,1136,0,0
Nov 2023,1,0,0
Nov 2023,1,0,0
Nov 2023,179,0,0
Nov 2023,1,0,0
Nov 2023,1,0,0
Nov 2023,83,0,0
Nov 2023,436,0,0
Nov 2023,60,0,0
Nov 2023,187,0,0
Nov 2023,5,0,0
Nov 2023,75,0,0
Nov 2023,128,0,0
Nov 2023,2247,0,0
Nov 2023,13,0,0
Nov 2023,4631,0,0
Nov 2023,13,0,0
Nov 2023,518,0,0
Nov 2023,504,0,0
Nov 2023,8,0,0
Nov 2023,4,0,0
Nov 2023,10,0,0
Nov 2023,1,0,0
Nov 2023,164,0,0
Nov 2023,1550,0,0
Nov 2023,792,0,0
Nov 2023,335,0,0
Nov 2023,196,0,0
Nov 2023,175,0,0
Nov 2023,329,0,0
Nov 2023,8,0,0
Dec 2023,25,0,0
Dec 2023,4,0,6
Dec 2023,10,0,0
Dec 2023,0,0,0
Dec 2023,178,0,98
Dec 2023,140,0,0
Dec 2023,873,0,0
Dec 2023,35,0,0
Dec 2023,0,0,0
Dec 2023,8,0,0
Dec 2023,65,0,0
Dec 2023,427,0,1
Dec 2023,144,0,0
Dec 2023,13,0,0
Dec 2023,2,0,2
Dec 2023,0,0,0
Dec 2023,38,0,0
Dec 2023,10,0,0
Dec 2023,64,0,0
Dec 2023,9,0,0
Dec 2023,8,0,0
Dec 2023,141,0,0
Dec 2023,28,0,0
Dec 2023,18,0,0
Dec 2023,1250,0,0
Dec 2023,118,0,0
Dec 2023,98,0,0
Dec 2023,14,0,0
Dec 2023,861,0,0
Dec 2023,1,0,0
Dec 2023,5,0,1
Dec 2023,2711,0,21
Dec 2023,3228,0,0
Dec 2023,503,0,0
Dec 2023,971,0,0
Dec 2023,781,0,0
Dec 2023,321,0,0
Dec 2023,321,0,0
Dec 2023,378,0,0
Dec 2023,0,0,0
Dec 2023,36,0,0
Dec 2023,4,0,0
Dec 2023,1,0,0
Dec 2023,5,0,0
Dec 2023,3,0,0
Dec 2023,14,0,0
Dec 2023,1,0,0
Dec 2023,1,0,0
Dec 2023,11,0,0
Dec 2023,195,0,0
Dec 2023,5,0,0
Dec 2023,5,0,0
Dec 2023,3,0,0
Dec 2023,663,0,0
Dec 2023,411,0,0
Dec 2023,45,0,0
Dec 2023,81,0,0
Dec 2023,44,0,0
Dec 2023,167,0,0
Dec 2023,412,0,0
Dec 2023,370,0,0
Dec 2023,57,0,0
Dec 2023,11,0,0
Dec 2023,11,0,0
Dec 2023,114,0,0
Dec 2023,0,0,0
Dec 2023,85,0,0
Dec 2023,72,0,0
Dec 2023,139,0,0
Dec 2023,1015,0,0
Dec 2023,1564,0,154
Dec 2023,81,0,0
Dec 2023,273,0,0
Dec 2023,423,0,0
Dec 2023,341,0,0
Dec 2023,4,0,0
Dec 2023,2,0,0
Dec 2023,1,0,0
Dec 2023,1,0,0
Dec 2023,3,0,0
Dec 2023,9,0,0
Dec 2023,1,0,0
Dec 2023,61,0,0
Dec 2023,97,0,0
Dec 2023,1,0,0
Dec 2023,92,0,3
Dec 2023,247,0,3
Dec 2023,1,0,0
Dec 2023,3,0,0
Dec 2023,2206,0,0
Dec 2023,6,0,0
Dec 2023,10,0,0
Dec 2023,328,0,0
Dec 2023,0,0,1
Dec 2023,146,0,0
Dec 2023,280,0,0
Dec 2023,10,0,0
